ID,Title,Salary,Rating,Company,Location,Headquarters,Size,ownership,Industry,Sector,Revenue,min,max
1027,Finance Data Analyst,$43K-$94K (Glassdoor est.),4.9,"TekCom Resources, Inc.","Phoenix, AZ","King of Prussia, PA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),43000.0,94000
1028,Data Analyst/Business Analyst with SQL,$43K-$94K (Glassdoor est.),3.9,Diverse Lynx,"Phoenix, AZ","Princeton, NJ",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),43000.0,94000
1029,Financial Data Analyst,$43K-$94K (Glassdoor est.),4.3,Na Ali'i,"DC Ranch, AZ","Honolulu, HI",201 to 500 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,43000.0,94000
1031,Accounting Data Analyst,$43K-$94K (Glassdoor est.),4.5,Mastech Digital,"Phoenix, AZ","Moon Township, PA",1001 to 5000 employees,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),43000.0,94000
1034,Data Engineer/Database Analyst/Data Analyst,$43K-$94K (Glassdoor est.),3.7,Infotree Service Inc,"Chandler, AZ","Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),43000.0,94000
1037,ETL QA / Data Analyst,$43K-$94K (Glassdoor est.),4.2,Pegasus Knowledge Solutions,"Scottsdale, AZ","Schaumburg, IL",201 to 500 employees,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),43000.0,94000
1038,Analyst Pharmacy Quality Data,$43K-$94K (Glassdoor est.),2.7,AllianceRx Walgreens Prime,"Tempe, AZ","Orlando, FL",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,43000.0,94000
1039,"Analyst, Global Data Governance & Strategy",$43K-$94K (Glassdoor est.),2.9,"Circle K Stores, Inc.","Tempe, AZ","Tempe, AZ",10000+ employees,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),43000.0,94000
1040,SQL/SAS Data Analyst,$43K-$94K (Glassdoor est.),3.6,Signature Consultants,"Chandler, AZ","Fort Lauderdale, FL",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),43000.0,94000
1042,Risk/Regulatory Reporting Project Data Analyst,$43K-$94K (Glassdoor est.),3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),43000.0,94000
1043,Data Architect /Data Modeler/Data Analyst,$43K-$94K (Glassdoor est.),4.4,Softcom Systems,"Phoenix, AZ","Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),43000.0,94000
1044,Data Analyst - Mid-Level,$43K-$94K (Glassdoor est.),3.5,"The Judge Group, Inc.","Tempe, AZ","Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),43000.0,94000
1045,Sr. Data Business Analyst-Docutech,$43K-$94K (Glassdoor est.),3.4,First American Financial Corporation,"Scottsdale, AZ","Santa Ana, CA",10000+ employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),43000.0,94000
1046,Information Security Data Analyst,$43K-$94K (Glassdoor est.),3.6,"ICST, LLC","Glendale, AZ","South Portland, ME",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,43000.0,94000
1047,Financial and Data Analyst,$43K-$94K (Glassdoor est.),3.8,Equity Methods,"Scottsdale, AZ","Scottsdale, AZ",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),43000.0,94000
1049,Civil Engineer/GIS Data Analyst,$43K-$94K (Glassdoor est.),3.7,Stantec,"Chandler, AZ","Edmonton, Canada",10000+ employees,Company - Public,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),43000.0,94000
1050,IT Data Protection Analyst,$43K-$94K (Glassdoor est.),3.7,CSAA Insurance Group,"Glendale, AZ","Walnut Creek, CA",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,43000.0,94000
1051,Business Intelligence - Data Analyst,$43K-$94K (Glassdoor est.),3.8,Crisis Response Network,"Tempe, AZ","Tempe, AZ",51 to 200 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),43000.0,94000
1053,"Data Analyst- San Antonio, Des Moines",$43K-$94K (Glassdoor est.),4.1,Kforce,"Chandler, AZ","Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),43000.0,94000
1054,Data Analyst Senior,$43K-$94K (Glassdoor est.),4.1,Kineticom,"Chandler, AZ","San Diego, CA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),43000.0,94000
1055,(Data Analyst) BA/BSA,$45K-$78K (Glassdoor est.),4.1,InterSources Inc.,"Mesa, AZ","Fremont, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,45000.0,78000
1056,Card Data Analyst,$45K-$78K (Glassdoor est.),4.0,GTN Technical Staffing,"Tempe, AZ","Dallas, TX",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),45000.0,78000
1057,"IT Data Analyst, TS/SCI with Poly",$45K-$78K (Glassdoor est.),3.8,"AOC Solutions, Inc.","DC Ranch, AZ","Chantilly, VA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),45000.0,78000
1058,"Senior Analyst, Global Data Governance & Strategy",$45K-$78K (Glassdoor est.),2.9,"Circle K Stores, Inc.","Tempe, AZ","Tempe, AZ",10000+ employees,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),45000.0,78000
1060,"Underwriting Analyst (strong data analytics in actuarial, statistics etc)",$45K-$78K (Glassdoor est.),3.1,Blue Cross Blue Shield of Arizona,"Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,45000.0,78000
1061,JPSC-6986 - Data Governance Analyst,$45K-$78K (Glassdoor est.),4.5,Avani Technology Solutions,"Scottsdale, AZ","Rochester, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),45000.0,78000
1062,Project Regulatory/Risk Data Analyst,$45K-$78K (Glassdoor est.),3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),45000.0,78000
1064,Language Data Analyst,$45K-$78K (Glassdoor est.),2.8,TransPerfect,"Tempe, AZ","New York, NY",1001 to 5000 employees,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),45000.0,78000
1065,Senior Analyst - Client Data,$45K-$78K (Glassdoor est.),2.9,CVS Health,"Scottsdale, AZ","Woonsocket, RI",10000+ employees,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),45000.0,78000
1066,Data Analyst II,$41K-$78K (Glassdoor est.),3.6,Greenphire,"King of Prussia, PA","King of Prussia, PA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),41000.0,78000
1067,Data Analyst - Priceguide,$41K-$78K (Glassdoor est.),3.6,ECRI,"Plymouth Meeting, PA","Plymouth Meeting, PA",201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,41000.0,78000
1068,Sr Data Analyst,$41K-$78K (Glassdoor est.),2.3,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),41000.0,78000
1069,Junior Data Analyst,$41K-$78K (Glassdoor est.),3.2,Revantage Corporate Services,"Fort Washington, PA","Chicago, IL",201 to 500 employees,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,41000.0,78000
1070,Sr. Data Analyst,$41K-$78K (Glassdoor est.),3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),41000.0,78000
1071,Data Analyst,$41K-$78K (Glassdoor est.),4.7,STRATIS IoT Inc,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,41000.0,78000
1072,Data Analyst,$41K-$78K (Glassdoor est.),3.9,Ampcus Incorporated,"Philadelphia, PA","Chantilly, VA",501 to 1000 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),41000.0,78000
1073,Data Analyst,$41K-$78K (Glassdoor est.),3.9,Mondo,"Wilmington, DE","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),41000.0,78000
1075,SQL Data Analyst,$41K-$78K (Glassdoor est.),3.9,Mondo,"Malvern, PA","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),41000.0,78000
1076,Data Analyst,$41K-$78K (Glassdoor est.),3.8,Seer Interactive,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,41000.0,78000
1077,Junior Data Analyst,$41K-$78K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Philadelphia, PA","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),41000.0,78000
1079,Data Analyst,$41K-$78K (Glassdoor est.),3.7,"Tetra Tech, Inc.","Philadelphia, PA","Pasadena, CA",10000+ employees,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),41000.0,78000
1081,Data Analyst,$41K-$78K (Glassdoor est.),3.5,"The Judge Group, Inc.","Camden, NJ","Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),41000.0,78000
1082,Data Analyst,$41K-$78K (Glassdoor est.),3.8,Apex Systems,"Philadelphia, PA","Glen Allen, VA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),41000.0,78000
1083,Data Analyst,$41K-$78K (Glassdoor est.),4.2,"Micro-Data Systems, Inc.","Philadelphia, PA","Holmdel, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),41000.0,78000
1084,Data Analyst,$41K-$78K (Glassdoor est.),3.3,Techligent,"Philadelphia, PA","Vienna, VA",1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),41000.0,78000
1085,Data Analyst - Data Science,$41K-$78K (Glassdoor est.),3.3,Gopuff,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,41000.0,78000
1086,Data Analyst,$41K-$78K (Glassdoor est.),4.1,Collabera,"Philadelphia, PA","Basking Ridge, NJ",10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),41000.0,78000
1087,Data Reporting Analyst,$41K-$78K (Glassdoor est.),3.9,Mondo,"Feasterville Trevose, PA","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),41000.0,78000
1088,Data Analyst,$41K-$78K (Glassdoor est.),4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,41000.0,78000
1089,Data Analyst,$41K-$78K (Glassdoor est.),4.1,"VSE, Inc.","Feasterville Trevose, PA","Langhorne, PA",1 to 50 employees,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),41000.0,78000
1090,Data Analyst,$41K-$78K (Glassdoor est.),3.5,Eastern Metal Recycling,"Camden, NJ","Warrington, United Kingdom",1001 to 5000 employees,Company - Private,Metals Brokers,Mining & Metals,$2 to $5 billion (USD),41000.0,78000
1091,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$41K-$78K (Glassdoor est.),3.8,EY,"Philadelphia, PA","London, United Kingdom",10000+ employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),41000.0,78000
1092,Data Analyst,$41K-$78K (Glassdoor est.),3.6,Red Tettemer,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),41000.0,78000
1093,Data Reporting Analyst,$41K-$78K (Glassdoor est.),3.5,Robert Half,"Philadelphia, PA","Menlo Park, CA",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),41000.0,78000
1094,"Jr. Data Analyst, Master Data",$38K-$68K (Glassdoor est.),3.2,IntegriChain,"Philadelphia, PA","Philadelphia, PA",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),38000.0,68000
1095,Data Analyst,$38K-$68K (Glassdoor est.),2.4,PMHCC Inc.,"Philadelphia, PA","Philadelphia, PA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,38000.0,68000
1096,Neuroimaging Data Analyst Junior,$38K-$68K (Glassdoor est.),4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,38000.0,68000
1097,Healthcare Data Analytics Analyst,$38K-$68K (Glassdoor est.),3.1,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),38000.0,68000
1098,Certified Tumor Registrar/Data Analyst [CTR and experience required],$38K-$68K (Glassdoor est.),3.5,Temple University Health System,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),38000.0,68000
1100,CCB Risk - Fraud Risk Data Analyst - Associate,$38K-$68K (Glassdoor est.),3.9,JPMorgan Chase & Co.,"Wilmington, DE","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),38000.0,68000
1101,Data Analyst,$38K-$68K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Philadelphia, PA","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),38000.0,68000
1102,Analyst Data Intelligence (US),$38K-$68K (Glassdoor est.),2.4,Avantor,"Radnor, PA","Radnor, PA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),38000.0,68000
1104,Data Analyst,$38K-$68K (Glassdoor est.),4.2,Tandigm Health LLC,"West Conshohocken, PA","West Conshohocken, PA",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,38000.0,68000
1105,Clinical Data Analyst,$38K-$68K (Glassdoor est.),4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,38000.0,68000
1108,"Data Analyst, Value Based Payment (VBP)",$38K-$68K (Glassdoor est.),2.7,Change Healthcare,"King of Prussia, PA","Nashville, TN",10000+ employees,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,38000.0,68000
1109,Data Analyst - Digital Media,$38K-$68K (Glassdoor est.),4.6,Bryn Mawr Communications LLC,"Wayne, PA","Wayne, PA",1 to 50 employees,Company - Private,Publishing,Media,$1 to $5 million (USD),38000.0,68000
1110,Data Strategy Analyst,$38K-$68K (Glassdoor est.),3.9,Mondo,"Wilmington, DE","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),38000.0,68000
1111,Business Data Analyst,$38K-$68K (Glassdoor est.),3.5,Dextro Software Systems,"Bensalem, PA","Princeton Junction, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),38000.0,68000
1112,"Senior Data Analyst, Specialist",$38K-$68K (Glassdoor est.),3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,38000.0,68000
1113,Data Analyst/Architect,$38K-$68K (Glassdoor est.),2.7,TechUSA,"Philadelphia, PA","Millersville, MD",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),38000.0,68000
1114,Sr Data Analyst,$38K-$68K (Glassdoor est.),3.9,Mondo,"Philadelphia, PA","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),38000.0,68000
1115,Data Analyst - Contractor,$38K-$68K (Glassdoor est.),3.1,ConnectiveRx,"King of Prussia, PA","Whippany, NJ",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,38000.0,68000
1116,SQL Data Analyst,$38K-$68K (Glassdoor est.),4.5,Piper Companies,"Horsham, PA","Mc Lean, VA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,38000.0,68000
1117,Data Analyst/Records Management,$38K-$68K (Glassdoor est.),3.8,"Innovative Development, LLC","Exton, PA","Harleysville, PA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),38000.0,68000
1118,Senior Data Analyst,$38K-$68K (Glassdoor est.),3.2,Philabundance,"Philadelphia, PA","Philadelphia, PA",201 to 500 employees,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,38000.0,68000
1119,Senior Data Analyst,$38K-$68K (Glassdoor est.),4.1,Collabera,"Philadelphia, PA","Basking Ridge, NJ",10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),38000.0,68000
1122,Data Governance Analyst,$38K-$68K (Glassdoor est.),3.5,"Genuent Global, LLC","Wayne, PA","Houston, TX",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),38000.0,68000
1123,Senior Data Analyst,$37K-$44K (Glassdoor est.),4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,37000.0,44000
1125,Senior Healthcare Data Analyst - Multiple Positions,$37K-$44K (Glassdoor est.),3.7,CHOP,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),37000.0,44000
1126,Data Analyst D,$37K-$44K (Glassdoor est.),4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,37000.0,44000
1127,Data Analyst,$37K-$44K (Glassdoor est.),3.8,"Login Consulting Services, Inc","Allegheny West, PA","El Segundo, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),37000.0,44000
1128,Data Analyst,$37K-$44K (Glassdoor est.),4.0,ORS Partners,"Paoli, PA","Audubon, PA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),37000.0,44000
1129,Data Analyst- Remote,$37K-$44K (Glassdoor est.),3.9,Fred Beans,"Doylestown, PA","Doylestown, PA",1001 to 5000 employees,Company - Private,Vehicle Dealers,Retail,$1 to $2 billion (USD),37000.0,44000
1130,SQL Data Analyst,$37K-$44K (Glassdoor est.),3.9,"Zachary Piper Solutions, LLC","Horsham, PA","Mc Lean, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),37000.0,44000
1131,Business/Data Analyst,$37K-$44K (Glassdoor est.),3.4,Infinity Consulting Solutions,"Wilmington, DE","New York, NY",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),37000.0,44000
1132,Data and Information Analyst,$37K-$44K (Glassdoor est.),2.4,"PMHCC, Inc.","Philadelphia, PA","Philadelphia, PA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,37000.0,44000
1133,Data Analyst,$37K-$44K (Glassdoor est.),3.2,Angeion Group,"Chester Township, PA","Philadelphia, PA",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,37000.0,44000
1134,Data Analyst,$37K-$44K (Glassdoor est.),3.8,"iTech Solutions, Inc","Conshohocken, PA","Farmington, CT",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),37000.0,44000
1135,Data Analyst,$37K-$44K (Glassdoor est.),2.6,AccessLex Institute,"West Chester, PA","West Chester, PA",51 to 200 employees,Nonprofit Organization,Colleges & Universities,Education,Unknown / Non-Applicable,37000.0,44000
1136,Senior CX Data Analyst,$37K-$44K (Glassdoor est.),3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,37000.0,44000
1137,"Senior Data Management Analyst, Enterprise Data Management, OCDO",$37K-$44K (Glassdoor est.),3.9,TD Bank,"Mount Laurel, NJ","Toronto, Canada",10000+ employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),37000.0,44000
1138,Vertical Lift Data Exploitation Analyst,$37K-$44K (Glassdoor est.),3.7,Boeing,"Ridley Park, PA","Chicago, IL",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),37000.0,44000
1139,Data Governance Analyst,$37K-$44K (Glassdoor est.),4.7,TeamSoft,"Wayne, PA","Middleton, WI",201 to 500 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),37000.0,44000
1140,Business Data Analyst,$37K-$44K (Glassdoor est.),4.2,Freedom Mortgage,"Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),37000.0,44000
1141,Business Analyst - Data Science & SQL,$37K-$44K (Glassdoor est.),3.5,"Computer Enterprises, Inc.","Philadelphia, PA","Pittsburgh, PA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),37000.0,44000
1142,Lead Geophysical Data Analyst,$37K-$44K (Glassdoor est.),3.5,Weston Solutions Inc.,"West Chester, PA","West Chester, PA",1001 to 5000 employees,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),37000.0,44000
1143,Sales Data Analyst,$37K-$44K (Glassdoor est.),3.7,McGrath Systems,"Berwyn, PA","Blue Bell, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),37000.0,44000
1145,Business Analyst/Data Domain Expert,$37K-$44K (Glassdoor est.),3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),37000.0,44000
1146,Junior Data Analyst - SQL Programmer,$37K-$44K (Glassdoor est.),2.7,TechUSA,"Philadelphia, PA","Millersville, MD",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),37000.0,44000
1147,Data Analyst,$37K-$44K (Glassdoor est.),4.5,Piper Companies,"Horsham, PA","Mc Lean, VA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,37000.0,44000
1148,Business / Data Analyst,$37K-$44K (Glassdoor est.),4.1,Kforce,"Wilmington, DE","Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),37000.0,44000
1150,Data Analyst,$37K-$44K (Glassdoor est.),3.9,"Zachary Piper Solutions, LLC","Horsham, PA","Mc Lean, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),37000.0,44000
1151,Senior Data Analyst,$37K-$44K (Glassdoor est.),3.6,A2C Consulting,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,37000.0,44000
1152,Senior Healthcare Data Analyst - Cost and Utilization Analysis,$64K-$113K (Glassdoor est.),3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),64000.0,113000
1153,Pharmaceutical Customer Data Analyst,$64K-$113K (Glassdoor est.),4.1,APN Software Services Inc.,"Plymouth Meeting, PA","Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),64000.0,113000
1154,Data Analyst,$64K-$113K (Glassdoor est.),4.4,Contemporary Staffing Solutions,"Philadelphia, PA","Mount Laurel, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),64000.0,113000
1155,Senior Data Analyst,$64K-$113K (Glassdoor est.),3.5,The Judge Group,"Wayne, PA","Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),64000.0,113000
1156,Program Manager / Business Data Analyst,$64K-$113K (Glassdoor est.),2.3,Versant Health,"Newtown Square, PA","Linthicum, MD",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,64000.0,113000
1157,DBA / Data Analyst,$64K-$113K (Glassdoor est.),4.2,Micro-Data Systems Inc.,"Philadelphia, PA","Holmdel, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),64000.0,113000
1158,Analyst - Data Intelligence (US),$64K-$113K (Glassdoor est.),2.4,Avantor,"Wayne, PA","Radnor, PA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),64000.0,113000
1159,"Data Analyst (Philadelphia, PA)",$64K-$113K (Glassdoor est.),3.7,Tetra Tech,"Philadelphia, PA","Pasadena, CA",10000+ employees,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),64000.0,113000
1160,Data & Systems Analyst,$64K-$113K (Glassdoor est.),4.2,Freedom Mortgage,"Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),64000.0,113000
1162,Lead Data Analyst,$64K-$113K (Glassdoor est.),4.3,NextGen Global Resources LLC,"Philadelphia, PA","San Diego, CA",501 to 1000 employees,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$100 to $500 million (USD),64000.0,113000
1163,Senior Data Analyst - Client Experience,$64K-$113K (Glassdoor est.),3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,64000.0,113000
1164,Data Analyst and Report Writer,$64K-$113K (Glassdoor est.),3.5,The Judge Group,"Boothwyn, PA","Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),64000.0,113000
1165,Payment Integrity Data Analyst,$64K-$113K (Glassdoor est.),3.7,amerihealth,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $50 million (USD),64000.0,113000
1166,Lead Data Analyst,$64K-$113K (Glassdoor est.),3.9,GSK,"Philadelphia, PA","Brentford, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),64000.0,113000
1167,Data Analyst-(analytics),$64K-$113K (Glassdoor est.),3.6,A2C Consulting,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,64000.0,113000
